id,movementdate,totalequids,srcid,src_longitude,src_latitude,dstid,dst_longitude,dst_latitude
23119,2022/02/09,15,6506,24.54764553,-32.11366814,14,18.99891364,-33.88623636
23120,2022/02/09,5,6506,24.54716259,-32.12006781,14,18.99996766,-33.88518234
23121,2022/02/09,6,6506,24.53763519,-32.13186645,14,19.01067023,-33.87447977
23052,2022/02/11,1,7267,23.27627687,-34.06233475,76,18.91964179,-34.10621821
23168,2022/02/11,1,6525,28.0443838,-26.24184514,7000,19.20859682,-33.42408318
23169,2022/02/11,1,6522,28.15897851,-25.92322256,6493,19.75577016,-33.84101984
23173,2022/02/11,1,6525,28.04589718,-26.24351958,6493,19.76853675,-33.82825325
23257,2022/02/11,2,6647,28.1160327,-26.53752175,6966,19.25158136,-34.35081864
23090,2022/02/12,2,7495,20.94451291,-34.08923585,7909,18.53896439,-34.02654561
23091,2022/02/12,5,7495,20.94719413,-34.08832675,7909,18.53001774,-34.03549226
23092,2022/02/12,6,7495,20.93749652,-34.07900784,6404,18.56570201,-34.03599799
23093,2022/02/12,8,7495,20.94796051,-34.07826424,9148,18.54188072,-34.03025928
23094,2022/02/12,4,7495,20.94758254,-34.07939689,8488,18.50156783,-34.05562217
23095,2022/02/12,3,7495,20.93796783,-34.07410616,8466,18.4996416,-34.0222184
23096,2022/02/12,5,7495,20.94240402,-34.0733166,7963,18.5354923,-34.0360277
23097,2022/02/12,2,7495,20.94867749,-34.0903534,5390,18.52270442,-34.05371558
23098,2022/02/12,1,7495,20.94180294,-34.09249617,9554,18.47396421,-34.01016579
23099,2022/02/12,5,7495,20.94995706,-34.0743547,7583,18.56705497,-33.99034503
23101,2022/02/12,6,7495,20.93817737,-34.0843621,10462,18.53852534,-34.03580466
23102,2022/02/12,2,7495,20.94837593,-34.0822437,10216,18.55272514,-33.98668486
23104,2022/02/12,11,7495,20.94984764,-34.07290455,7722,18.48211806,-34.05817194
23124,2022/02/12,2,7495,20.94853606,-34.0847933,7929,18.53887306,-34.04122694
23125,2022/02/12,3,7495,20.95410926,-34.08643499,8924,18.55336278,-34.03401722
23135,2022/02/12,1,7495,20.9454172,-34.07397422,7722,18.4822503,-34.0580397
23136,2022/02/12,1,7495,20.94249472,-34.08592641,10233,18.47926146,-34.00637854
23137,2022/02/12,1,7495,20.9373876,-34.07435499,10180,18.53271304,-34.04202696
23140,2022/02/12,3,7495,20.94384052,-34.09093615,8339,18.54492132,-34.07690868
23170,2022/02/12,7,7495,20.94015711,-34.0862784,7224,19.00283119,-33.00916881
23174,2022/02/12,4,7495,20.93937684,-34.07860151,9283,18.52838532,-34.04627468
23175,2022/02/12,2,7495,20.94068323,-34.0744705,6399,18.54305881,-34.03217119
23176,2022/02/12,1,7495,20.94204574,-34.08932227,6399,18.54110808,-34.03412192
23179,2022/02/12,2,7495,20.94810468,-34.08459562,6404,18.57556761,-34.02613239
23187,2022/02/12,2,8154,23.26367694,-31.30412523,20,19.01444367,-33.74155633
23138,2022/02/13,4,7495,20.9547281,-34.07876415,7191,19.90289223,-34.44150777
23171,2022/02/13,1,7018,28.08010054,-25.94681262,6304,18.96624705,-33.80615295
23172,2022/02/13,12,7495,20.94512876,-34.08303552,7496,18.48642894,-34.05271106
23188,2022/02/13,8,7495,20.94184632,-34.09087786,8083,20.00455703,-34.30324297
23178,2022/02/14,2,6492,30.71171496,-29.81600036,6469,18.82454967,-33.64570033
23254,2022/02/14,1,10211,27.86866424,-26.79550984,7803,18.88957833,-33.76474167
23133,2022/02/15,1,10364,31.07073879,-29.65077203,6304,18.961754,-33.810646
23180,2022/02/15,1,6526,27.90482984,-26.75001261,9663,19.01529384,-33.74392616
23181,2022/02/15,1,10030,28.29057377,-26.13721427,4938,18.72616272,-33.83253728
23191,2022/02/15,1,8278,26.10402303,-29.13982042,6272,18.79132156,-33.95687844
23224,2022/02/15,1,8672,22.37265715,-33.95442199,5760,18.41035863,-34.07514137
23253,2022/02/15,4,6525,28.04503916,-26.23754801,9663,19.01702212,-33.74219788
23211,2022/02/16,1,7375,21.25955546,-34.090406,10349,20.4315529,-34.0322671
23225,2022/02/16,1,8672,22.37795619,-33.96158551,7747,18.37099962,-34.09114038
23226,2022/02/16,1,8672,22.37439357,-33.96989696,9959,18.79024564,-34.04465436
23227,2022/02/16,1,8672,22.38990504,-33.96952212,6304,18.97777099,-33.79462901
23271,2022/02/16,1,8895,28.26875153,-26.13290801,6118,18.93946739,-33.91973261
23192,2022/02/17,1,7483,22.99260549,-34.01971118,6516,18.38016439,-34.09725561
23193,2022/02/17,2,10472,25.52151622,-34.00744919,6516,18.36950344,-34.10791656
23243,2022/02/17,1,6525,28.04358074,-26.24515254,4971,18.51885828,-33.85211172
23198,2022/02/18,1,10280,22.71305609,-33.97318341,6290,18.84245117,-33.56752883
23228,2022/02/18,3,7568,22.4081594,-33.93407645,6516,18.37995024,-34.09746976
23229,2022/02/18,1,7168,23.28868485,-34.07778718,4904,18.37804643,-34.09792357
23230,2022/02/18,1,9287,23.27096927,-34.05091326,4904,18.37550137,-34.10046863
23240,2022/02/18,1,7866,28.03196608,-25.98443154,7644,18.37208805,-34.09688195
23244,2022/02/18,1,7391,28.31842877,-26.1235801,6267,18.37890354,-34.10169646
23245,2022/02/18,2,6522,28.16090777,-25.93537594,14,19.00449112,-33.88065888
23246,2022/02/18,1,6522,28.17087708,-25.9373946,14,19.00729913,-33.87785087
23249,2022/02/18,1,6525,28.05349418,-26.23402848,14,18.99893307,-33.88621693
23251,2022/02/18,1,6492,30.71756272,-29.81854075,14,19.00233653,-33.88281347
23195,2022/02/19,4,7375,21.2572072,-34.07683308,9683,18.51746567,-33.63120433
23210,2022/02/19,4,7375,21.25679207,-34.087769,6476,19.12053147,-33.90712853
23189,2022/02/20,2,7375,21.25408684,-34.09075497,6272,18.78822338,-33.95997662
23194,2022/02/20,1,7375,21.25808865,-34.07997858,7501,19.85634866,-33.83001134
23197,2022/02/20,2,7375,21.2421893,-34.07829604,9577,19.30764048,-33.99290952
23199,2022/02/20,2,7375,21.2477646,-34.07549489,5687,18.95442936,-32.98197064
23231,2022/02/20,3,7375,21.25933628,-34.08485616,7498,19.84048306,-33.83217694
23232,2022/02/20,3,7375,21.25124307,-34.08535254,5314,18.84692067,-33.94397933
23233,2022/02/20,10,7375,21.25050334,-34.07434212,20,19.01397807,-33.74202193
23238,2022/02/20,10,7375,21.25906419,-34.08494213,144,19.01717799,-33.61136201
23256,2022/02/20,10,7375,21.25208916,-34.08013003,6073,17.94531932,-32.94860068
23234,2022/02/21,1,7687,21.14041721,-34.11870242,5314,18.83471721,-33.95618279
23235,2022/02/21,1,10484,30.70402128,-29.80048229,10483,18.53638487,-33.74488513
23236,2022/02/21,2,6492,30.7165045,-29.81582914,6469,18.81262812,-33.65762188
23237,2022/02/21,1,6525,28.03838516,-26.23714425,65,18.99289161,-33.50324839
23239,2022/02/21,7,6956,24.7427545,-28.86748884,5633,18.47642918,-34.00367082
23241,2022/02/21,1,6956,24.74747362,-28.88028382,5633,18.48749746,-33.99260254
23242,2022/02/21,1,6492,30.71143499,-29.83198358,6313,18.50906108,-33.86227892
23258,2022/02/21,1,6492,30.70734549,-29.8297056,14,19.00248631,-33.88266369
22977,2022/02/22,2,7533,17.84902364,-29.67148929,6126,18.69288706,-33.61801294
23278,2022/02/22,1,7138,21.25290821,-28.4307438,20,19.01205632,-33.74394368
23196,2022/02/24,1,10251,24.35416646,-32.22052848,7283,18.9581221,-33.8302079
23259,2022/02/24,1,9767,22.1009135,-33.67081591,8222,19.8460772,-34.6343228
23261,2022/02/24,4,9767,22.08601119,-33.66870307,8222,19.85268217,-34.62771783
23275,2022/02/24,2,7532,20.91161032,-31.34683518,8458,19.01453482,-32.67728518
23276,2022/02/24,2,7532,20.91895815,-31.34719598,8744,19.01604888,-32.62658112
23274,2022/02/25,2,7187,21.27779266,-34.10404997,7729,19.88937781,-34.64947219
23279,2022/02/25,2,10301,22.27626381,-33.63331526,7729,19.88985384,-34.64899616
23280,2022/02/25,1,9793,21.18081346,-33.51099907,7729,19.8852192,-34.6536308
23300,2022/02/25,4,7148,21.59353479,-34.21864452,7729,19.88199579,-34.65685421
23312,2022/02/25,1,7179,21.37380754,-34.23477364,7729,19.89343022,-34.64541978
23343,2022/02/25,1,10335,22.31968877,-33.78354935,7729,19.88214235,-34.65670765
23255,2022/02/26,2,7375,21.25830193,-34.07839112,10292,18.63465542,-33.50473458
23270,2022/02/26,2,10470,21.38210492,-34.33499417,8180,19.3713942,-33.6304358
23301,2022/02/26,1,7016,28.05264045,-25.93388588,9712,18.58441974,-33.77778026
23342,2022/02/26,1,8125,25.10474266,-30.7275957,6304,18.9769586,-33.7954414
23304,2022/02/28,2,10494,28.15867536,-25.96393544,6725,19.61838413,-34.09721587
23344,2022/03/01,1,9964,22.52268561,-34.0003286,10486,18.842932,-33.797198
23345,2022/03/02,3,6999,22.06415188,-34.16905194,7525,20.43748059,-34.03454941
23346,2022/03/02,3,9708,22.99770015,-34.0263178,7525,20.44754623,-34.02448377
23347,2022/03/02,6,8031,20.68000617,-34.27630685,7525,20.43634199,-34.03568801
23388,2022/03/02,1,8190,20.51425709,-32.01475304,8191,19.28281961,-33.20965039
23348,2022/03/04,1,8173,23.27226341,-34.04007525,7636,18.72980313,-33.82754687
23389,2022/03/04,1,7341,22.0772472,-34.18485303,6302,18.54465071,-34.02304929
23652,2022/03/04,2,6489,22.5107808,-33.97031411,4885,18.78944577,-34.04179423
23426,2022/03/09,1,8672,22.3895158,-33.9546805,6267,18.36663821,-34.11396179
23429,2022/03/10,1,10301,22.28275393,-33.63104951,10501,18.94253415,-34.09550585
23437,2022/03/10,1,6517,21.33388411,-34.30597171,6477,19.00098895,-33.83243105
23538,2022/03/10,2,7300,22.3921304,-33.97561328,8312,18.8105113,-33.7724487
23421,2022/03/11,1,10479,18.29029312,-31.29076584,7636,18.72681234,-33.83053766
23422,2022/03/11,1,10479,18.28254619,-31.28711605,9683,18.52365618,-33.62501382
23423,2022/03/11,1,10504,22.58711022,-33.95883316,5615,18.7554559,-33.7991441
23438,2022/03/11,1,7131,22.31007466,-33.93973922,5411,18.74918977,-33.97691023
23496,2022/03/11,1,7131,22.30837026,-33.93543863,6367,18.86775231,-33.79934769
23497,2022/03/11,4,8111,22.3881903,-33.94717927,6367,18.88064984,-33.78645016
23454,2022/03/12,1,10198,22.36561704,-33.95339324,5940,18.51825476,-33.83344524
23439,2022/03/15,1,10331,21.14818917,-34.07096097,6137,18.70149089,-33.39120911
23440,2022/03/15,1,7148,21.59735774,-34.21877491,7914,18.86867761,-33.79226239
23501,2022/03/16,1,7375,21.24609143,-34.07520994,8445,20.062269,-34.005101
23529,2022/03/16,2,8674,21.28744529,-34.02317124,5935,18.52238641,-33.84918359
23530,2022/03/16,2,8674,21.29314742,-34.03110364,6199,18.56793218,-34.00386782
23549,2022/03/16,1,8672,22.37462688,-33.95817266,10088,18.5227609,-33.7536491
23550,2022/03/18,1,8672,22.37144974,-33.96405702,7004,18.9533952,-33.9006648
23428,2022/03/19,1,10514,17.88951049,-29.76128767,6125,18.69792244,-33.61727756
23551,2022/03/19,1,8672,22.38401699,-33.95801205,5634,18.8514043,-33.4682957
23552,2022/03/19,1,8672,22.38639435,-33.95604816,8490,18.45176875,-34.01266125
23553,2022/03/19,1,8672,22.38022558,-33.95842109,5940,18.52591608,-33.82578392
23469,2022/03/21,1,6489,22.50214581,-33.96532652,7549,18.42339858,-34.06287142
23472,2022/03/21,1,6489,22.50503707,-33.97909818,62,19.03024742,-33.89450258
23473,2022/03/21,1,6489,22.49737559,-33.96755369,6267,18.37328711,-34.10731289
23474,2022/03/21,2,6489,22.49924755,-33.973775,7834,18.3950878,-34.1018422
23475,2022/03/21,1,6489,22.50867113,-33.96912669,6267,18.37961595,-34.10098405
23477,2022/03/21,1,6489,22.49122354,-33.96764126,10210,18.3897387,-34.1012913
23478,2022/03/21,2,6489,22.50883902,-33.97277614,5257,18.37679029,-34.10010971
23484,2022/03/21,1,6489,22.50265777,-33.97552536,6013,18.43798848,-34.03341152
23485,2022/03/21,2,6489,22.50645199,-33.97131593,6142,18.41533009,-34.07176991
23490,2022/03/21,2,6489,22.50923151,-33.96251508,4982,18.85881353,-33.99348647
23491,2022/03/21,2,6489,22.5102989,-33.97940605,4982,18.86977733,-33.98252267
23492,2022/03/21,1,6489,22.50193113,-33.97154025,6267,18.37354079,-34.10705921
23493,2022/03/21,1,6489,22.51033359,-33.98104169,7323,18.38676021,-34.08940979
23494,2022/03/21,2,6489,22.49406069,-33.97744026,7785,18.43730654,-34.05179346
23495,2022/03/21,1,6489,22.50752706,-33.9726819,7323,18.38340807,-34.09276193
23531,2022/03/21,2,6489,22.50123626,-33.96940332,7644,18.38567299,-34.08329701
23534,2022/03/21,2,6489,22.50996127,-33.98131382,10518,18.73249235,-33.82802765
23554,2022/03/21,2,6489,22.49817019,-33.97389005,7549,18.41428205,-34.07198795
23471,2022/03/22,1,6489,22.49955117,-33.96822866,6263,18.36459376,-34.02690624
23476,2022/03/22,1,6489,22.50612296,-33.96579824,6263,18.35995436,-34.03154564
23503,2022/03/22,2,6489,22.49318485,-33.98184404,6263,18.3508039,-34.0406961
23507,2022/03/22,1,6489,22.49837694,-33.97638166,6263,18.34784953,-34.04365047
23508,2022/03/22,2,6489,22.50203086,-33.9818959,7747,18.36374773,-34.09839227
23509,2022/03/22,1,6489,22.50243503,-33.96320886,6263,18.35846051,-34.03303949
23510,2022/03/22,1,6489,22.50975403,-33.97917398,6263,18.36364885,-34.02785115
23511,2022/03/22,1,6489,22.49704992,-33.97921225,6263,18.35172392,-34.03977608
23512,2022/03/22,1,6489,22.4964051,-33.97925407,6474,18.9740357,-33.7867243
23513,2022/03/22,2,6489,22.50586531,-33.97735933,72,18.45998432,-33.69817568
23514,2022/03/22,1,6489,22.49687581,-33.96625292,72,18.46789346,-33.69026654
23515,2022/03/22,5,6489,22.49908009,-33.97461359,5942,18.8129782,-33.7672218
23516,2022/03/22,2,6489,22.49308713,-33.96905683,6263,18.35930449,-34.03219551
23517,2022/03/22,1,6489,22.50178414,-33.96984131,6267,18.38127141,-34.09932859
23518,2022/03/22,1,6489,22.49371336,-33.9668189,6267,18.36664609,-34.11395391
23519,2022/03/22,2,6489,22.49867963,-33.97523844,7549,18.42648242,-34.05978758
23520,2022/03/22,1,6489,22.5060953,-33.9748599,7747,18.36648079,-34.09565921
23528,2022/03/22,2,6489,22.50388628,-33.9764775,72,18.45991874,-33.69824126
23535,2022/03/22,1,6489,22.50068548,-33.9661932,7004,18.93655413,-33.91750587
23556,2022/03/22,3,6520,22.31014024,-33.95974129,6084,18.27526253,-33.43903747
23579,2022/03/25,1,8331,22.63013183,-33.99847512,7416,18.78808668,-33.82585332
23593,2022/03/25,1,6496,20.30242813,-33.45257954,6299,18.85985973,-33.95144027
23594,2022/03/25,1,6496,20.31988849,-33.46490097,6118,18.94011792,-33.91908208
23595,2022/03/25,1,6496,20.31995008,-33.47032406,10488,18.3634688,-34.0249712
23596,2022/03/25,1,6496,20.30772759,-33.46486649,32,19.04549366,-33.73216634
23597,2022/03/25,1,6496,20.30578734,-33.46338929,6092,18.41132724,-34.05727276
23557,2022/03/26,13,6480,22.59561488,-32.36997981,7722,18.47996907,-34.06032093
23558,2022/03/26,11,6480,22.58697555,-32.37747888,9148,18.53954282,-34.03259718
23559,2022/03/26,4,6480,22.59372627,-32.3718334,8488,18.49991771,-34.05727229
23560,2022/03/26,8,6480,22.58431567,-32.37476671,7909,18.53318658,-34.03232342
23561,2022/03/26,4,6480,22.58849918,-32.36743273,8339,18.53547086,-34.08635914
23562,2022/03/26,2,6480,22.5934755,-32.3647141,10216,18.55073751,-33.98867249
23563,2022/03/26,4,6480,22.58220619,-32.38139916,6404,18.56960321,-34.03209679
23564,2022/03/26,8,6480,22.59016745,-32.3796801,8922,18.62749827,-33.94148173
23565,2022/03/26,2,6480,22.59528399,-32.37759579,8466,18.49443728,-34.02742272
23566,2022/03/26,1,6480,22.59307534,-32.36714991,10517,18.51030331,-33.98723669
23567,2022/03/26,8,6480,22.59562627,-32.37170455,7583,18.56528361,-33.99211639
23568,2022/03/26,4,6480,22.58808865,-32.3648216,8924,18.54722632,-34.04015368
23569,2022/03/26,6,6480,22.59708698,-32.37102261,6404,18.56851456,-34.03318544
23570,2022/03/26,7,6480,22.58207391,-32.3751489,10462,18.54148246,-34.03284754
23571,2022/03/26,4,6480,22.58195824,-32.37968287,7909,18.53396227,-34.03154773
23572,2022/03/26,2,6480,22.57964365,-32.37697557,7583,18.5646003,-33.9927997
23573,2022/03/26,1,6480,22.58151274,-32.36763734,8339,18.5354246,-34.0864054
23575,2022/03/26,3,6480,22.58938954,-32.37316105,9283,18.53593005,-34.03872995
23589,2022/03/26,10,6480,22.59168991,-32.38176443,5390,18.5281629,-34.0482571
23590,2022/03/26,4,6480,22.5801416,-32.36581929,7496,18.47641633,-34.06272367
23591,2022/03/27,20,6480,22.58615761,-32.38204065,7496,18.48110295,-34.05803705
23583,2022/03/29,1,8739,18.61296354,-31.79117468,7636,18.73586811,-33.82148189
23610,2022/03/29,1,10040,27.98393508,-26.33942664,65,18.99475432,-33.50138568
23611,2022/03/29,1,10040,27.98544141,-26.34020098,6963,20.01863382,-33.84066618
23612,2022/03/29,1,10040,27.99015942,-26.3448307,6511,18.77425889,-33.99329111
23613,2022/03/29,1,10040,27.99656502,-26.34081621,65,18.98344816,-33.51269184
23614,2022/03/29,1,10040,27.97878215,-26.34938132,149,18.78970374,-33.64174626
23615,2022/03/29,1,10040,27.98210268,-26.351061,9207,18.95102618,-33.56854382
23616,2022/03/29,1,10040,27.98430275,-26.342374,10541,19.8226921,-33.9509979
23599,2022/03/30,5,6506,24.54704566,-32.13258286,14,18.99631294,-33.88883706
23600,2022/03/30,7,6506,24.533268,-32.12587365,14,19.00696935,-33.87818065
23617,2022/04/01,1,9266,25.37432287,-33.93267268,4957,18.76688122,-33.94901878
23619,2022/04/02,2,6491,25.37560179,-33.9269742,6199,18.55830116,-34.01349884
23624,2022/04/02,1,10544,23.45641496,-33.95769446,7725,18.60171927,-33.57721073
23620,2022/04/04,1,6491,25.38740128,-33.92860844,6996,19.08869537,-33.60517463
23625,2022/04/04,2,6489,22.49159652,-33.96650174,5288,18.37884111,-34.09735889
23626,2022/04/04,2,6489,22.50872338,-33.96715579,5288,18.3655804,-34.1106196
23627,2022/04/04,2,6489,22.49248459,-33.96663105,5312,18.35654723,-34.02495277
23628,2022/04/04,2,6489,22.49423438,-33.96245705,4982,18.87251957,-33.97978043
23629,2022/04/04,2,6489,22.49227703,-33.97111747,7821,19.11517929,-33.91824071
23630,2022/04/04,1,10539,22.98160811,-33.98529106,106,18.0505148,-33.0578852
23650,2022/04/04,1,6489,22.49128031,-33.97081947,6018,18.3711704,-34.0980296
23651,2022/04/04,1,6491,25.3797123,-33.9386004,6493,19.76129544,-33.83549456
23653,2022/04/04,2,6489,22.50439579,-33.97016347,5718,18.86669531,-33.98350469
23654,2022/04/04,1,6489,22.49653697,-33.97472817,9644,18.86614723,-33.98883277
23655,2022/04/04,2,6489,22.50412036,-33.98166202,8490,18.45761081,-34.00681919
23665,2022/04/04,1,6489,22.50282841,-33.98193851,10547,18.38317056,-34.00908944
23666,2022/04/04,1,6489,22.49526561,-33.96611097,8490,18.45753992,-34.00689008
23672,2022/04/05,9,7375,21.25968994,-34.07972405,10550,18.48501036,-33.89049964
23647,2022/04/06,6,10339,17.88976039,-29.72571845,7596,18.90770772,-32.17012228
23656,2022/04/06,1,10548,18.28601008,-31.54209311,7596,18.90314314,-32.17468686
23657,2022/04/06,1,10548,18.29447716,-31.53744968,7596,18.90880688,-32.16902312
23667,2022/04/07,1,8089,19.73430546,-31.60049345,7596,18.89611315,-32.18171685
23697,2022/04/08,1,8672,22.38230623,-33.95201219,6095,18.35967613,-34.02062387
23668,2022/04/09,1,6501,25.51657825,-33.99079831,6494,20.20530395,-34.00481605
23669,2022/04/09,5,10540,22.97282694,-33.55233376,7616,20.87079258,-33.84724742
23698,2022/04/09,1,10549,22.49800783,-33.90512006,6263,18.35082741,-34.04067259
23700,2022/04/09,2,9726,22.9763995,-33.93826516,7319,18.53476254,-33.74978746
23755,2022/04/12,1,8895,28.25642881,-26.14765137,10555,19.71334711,-33.85798289
23756,2022/04/12,2,8895,28.26990177,-26.12971771,10555,19.70142255,-33.86990745
23744,2022/04/15,3,6491,25.37269999,-33.94007445,6469,18.82321938,-33.64703062
23829,2022/04/15,1,10040,27.99308906,-26.35687074,5336,18.5126869,-33.8605231
24197,2022/04/15,1,10040,27.99552653,-26.34856734,10536,18.97408501,-33.58099499
24198,2022/04/15,1,10040,27.98106859,-26.35778802,9207,18.9417799,-33.5777901
24199,2022/04/15,1,10040,27.99296979,-26.35093629,65,18.98194803,-33.51419197
23745,2022/04/16,2,9087,23.4663831,-33.9418242,4903,19.00138988,-33.76410012
23746,2022/04/16,1,6501,25.51244943,-33.98671742,6514,19.2748836,-34.3514664
23758,2022/04/16,6,6491,25.38521665,-33.92579542,6199,18.55788339,-34.01391661
23765,2022/04/16,1,6491,25.3737933,-33.94282328,4841,18.5667045,-34.0050955
23772,2022/04/16,1,6491,25.37591563,-33.94037787,6524,19.27619096,-34.34175904
23759,2022/04/17,1,10542,24.72227173,-31.88093364,10543,18.58081218,-33.66650782
23760,2022/04/17,7,6521,23.51178678,-33.93010752,8128,18.99382657,-33.82375343
23761,2022/04/18,13,6521,23.50205225,-33.93562932,5398,18.97269549,-33.65370451
23762,2022/04/18,12,6521,23.50224986,-33.93542557,8128,18.99097468,-33.82660532
23763,2022/04/18,5,6521,23.50461363,-33.9349054,8128,18.99569877,-33.82188123
23764,2022/04/18,1,8760,18.18224539,-31.69831253,7922,18.59540367,-33.79632633
24051,2022/04/19,2,9045,21.24629111,-34.08372642,9553,19.28003555,-33.56042445
23773,2022/04/20,2,7679,22.08493066,-34.18027096,5428,18.61887156,-33.81682844
23774,2022/04/21,1,7131,22.31387911,-33.93863866,4949,18.49904001,-33.35425999
23775,2022/04/21,3,9767,22.09951823,-33.65802973,4949,18.49664872,-33.35665128
23776,2022/04/21,4,7148,21.61253013,-34.21153285,4949,18.4944161,-33.3588839
23779,2022/04/21,3,6491,25.38337034,-33.93749228,4841,18.56795117,-34.00384883
23777,2022/04/22,1,9088,22.96874233,-33.97175532,6516,18.36545277,-34.11196723
23778,2022/04/22,1,7187,21.28252508,-34.11703764,4949,18.485659,-33.367641
23793,2022/04/22,15,6521,23.50261173,-33.93247223,4980,18.55249206,-33.74730794
23834,2022/04/29,1,6491,25.38959019,-33.9296764,14,19.00471576,-33.88043424
23847,2022/04/29,1,7422,23.4467336,-33.99514771,4844,18.90107099,-34.11262901
23848,2022/04/29,1,7312,21.28923068,-34.02049969,8356,20.03462119,-33.95791881
23850,2022/04/29,2,6936,25.4416676,-33.98132194,7972,18.3674841,-34.1006359
23851,2022/04/29,1,10572,23.43413528,-33.94817671,7549,18.42252442,-34.06374558
23852,2022/04/29,1,8672,22.3707265,-33.96223871,10191,18.94239763,-33.65664237
23853,2022/04/29,1,8672,22.38695517,-33.95129451,7319,18.53312214,-33.75142786
23849,2022/05/05,1,6489,22.50122901,-33.98201266,6519,18.83385751,-33.98125249
23854,2022/05/06,2,7300,22.38228267,-33.98236335,6519,18.83548944,-33.97962056
23855,2022/05/06,2,10102,22.2383809,-33.47773925,6519,18.81998211,-33.99512789
23871,2022/05/06,1,8672,22.37608439,-33.95932899,6095,18.35206225,-34.02823775
23872,2022/05/06,3,8672,22.38332213,-33.96346817,7004,18.94381186,-33.91024814
23873,2022/05/06,1,8672,22.37884704,-33.95621484,6254,18.35461452,-34.02618548
23874,2022/05/06,3,8672,22.37770306,-33.96642106,5942,18.80442824,-33.77577176
23875,2022/05/06,1,8672,22.37490751,-33.95286661,4938,18.73941504,-33.81928496
23876,2022/05/06,1,8672,22.37612725,-33.9609348,7323,18.38419798,-34.09197202
23877,2022/05/06,1,8672,22.3878076,-33.96347575,7549,18.41405631,-34.07221369
23878,2022/05/06,2,8672,22.37216786,-33.95975529,5942,18.80652943,-33.77367057
23890,2022/05/06,3,8672,22.37506262,-33.95503366,7367,18.37259851,-34.09251149
23891,2022/05/06,1,8672,22.37207434,-33.96961571,8931,18.54442814,-34.03459186
23929,2022/05/11,1,8672,22.38215917,-33.95642072,6267,18.37804623,-34.10255377
23933,2022/05/11,2,6496,20.3171988,-33.45666107,6118,18.95386109,-33.90533891
23914,2022/05/13,6,6491,25.38253952,-33.92615375,6199,18.5502468,-34.0215532
23915,2022/05/13,4,6491,25.37970322,-33.93257594,5935,18.51606929,-33.85550071
23928,2022/05/13,1,8672,22.38933368,-33.96561655,5569,18.90225565,-34.13704435
23936,2022/05/13,1,6491,25.38500123,-33.94076277,6084,18.27816946,-33.43613054
23916,2022/05/14,1,7271,25.40514105,-33.93837822,8445,20.0679858,-33.9993842
23932,2022/05/14,1,7414,25.54616695,-34.00576571,5708,18.43678529,-34.02551471
23935,2022/05/14,1,6827,25.47507658,-33.99197856,5940,18.52035444,-33.83134556
23937,2022/05/14,1,6491,25.38600171,-33.93893716,14,19.00953662,-33.87561338
23939,2022/05/15,1,6489,22.5034715,-33.96638517,7029,18.53450667,-33.74780333
23976,2022/05/16,1,6489,22.50514996,-33.97989108,133,18.987335,-33.869925
23949,2022/05/17,18,10218,28.05125435,-26.34168781,9207,18.95503069,-33.56453931
23993,2022/05/17,1,10040,27.9802707,-26.35125096,173,19.03215303,-33.74370697
23995,2022/05/17,1,10040,27.9902813,-26.34906299,6966,19.24363318,-34.35876682
23998,2022/05/17,2,10040,27.9824509,-26.35291457,7706,18.90324503,-33.70859497
24000,2022/05/17,10,10040,27.99006349,-26.33968495,65,18.98327054,-33.51286946
24003,2022/05/17,9,6496,20.30220354,-33.4557108,7706,18.88619913,-33.72564087
24004,2022/05/17,6,6496,20.31853597,-33.4521257,65,18.99504537,-33.50109463
24005,2022/05/17,3,6496,20.31099264,-33.45692535,64,18.80868001,-33.66261999
24006,2022/05/17,1,6496,20.32068682,-33.45967966,9663,19.02176091,-33.73745909
24011,2022/05/17,1,10040,27.98856261,-26.35782707,10595,19.26875479,-34.36540521
24043,2022/05/17,14,9045,21.24591398,-34.08832413,6272,18.79630214,-33.95189786
23938,2022/05/18,2,10572,23.42432037,-33.95576601,7549,18.41848566,-34.06778434
23946,2022/05/18,1,7550,21.06567128,-34.2288394,144,19.02190213,-33.60663787
24007,2022/05/18,1,6496,20.31503405,-33.46684723,5705,19.4556999,-33.3516001
24041,2022/05/19,21,9045,21.24662504,-34.07712516,6073,17.9359961,-32.9579239
24042,2022/05/19,4,9045,21.2443443,-34.08935782,6272,18.79088028,-33.95731972
24044,2022/05/19,16,9045,21.26087239,-34.09269179,20,19.01380757,-33.74219243
24045,2022/05/19,10,9045,21.25030773,-34.09446744,20,19.01282469,-33.74317531
24046,2022/05/19,15,9045,21.24798253,-34.08982796,20,19.0098151,-33.7461849
24047,2022/05/19,5,9045,21.25901396,-34.09065874,6476,19.12850093,-33.89915907
24048,2022/05/19,13,9045,21.25800421,-34.08690535,7309,19.89569471,-33.80069529
24049,2022/05/19,1,9045,21.24371597,-34.09455008,7309,19.89446999,-33.80192001
24050,2022/05/19,9,9045,21.25052596,-34.08116161,6272,18.79295739,-33.95524261
24052,2022/05/19,16,9045,21.25726842,-34.09438036,28,18.95075978,-33.65576022
24053,2022/05/19,16,9045,21.25018616,-34.08531493,144,19.01682469,-33.61171531
23947,2022/05/20,2,7187,21.29020369,-34.10404597,7142,19.38882844,-33.63751156
23957,2022/05/20,3,7530,22.82686378,-33.71138163,7142,19.38592451,-33.64041549
