"svcode","asdclass","col","dd"
102,"unknown risk","e_white","2022-01-01"
103,"unknown risk","e_white","2022-01-01"
107,"unknown","d_white","2022-01-01"
109,"unknown risk","e_white","2022-01-01"
112,"high risk","a_red","2022-01-01"
202,"low risk","b_green","2022-01-01"
203,"low risk","b_green","2022-01-01"
301,"high risk","a_red","2022-01-01"
302,"unknown risk","e_white","2022-01-01"
303,"high risk","a_red","2022-01-01"
304,"high risk","a_red","2022-01-01"
305,"high risk","a_red","2022-01-01"
307,"high risk","a_red","2022-01-01"
308,"high risk","a_red","2022-01-01"
309,"unknown risk","e_white","2022-01-01"
310,"high risk","a_red","2022-01-01"
311,"unknown risk","e_white","2022-01-01"
312,"unknown risk","e_white","2022-01-01"
313,"high risk","a_red","2022-01-01"
314,"unknown risk","e_white","2022-01-01"
316,"unknown risk","e_white","2022-01-01"
318,"unknown risk","e_white","2022-01-01"
319,"high risk","a_red","2022-01-01"
320,"high risk","a_red","2022-01-01"
321,"high risk","a_red","2022-01-01"
322,"high risk","a_red","2022-01-01"
323,"high risk","a_red","2022-01-01"
324,"high risk","a_red","2022-01-01"
325,"unknown risk","e_white","2022-01-01"
326,"high risk","a_red","2022-01-01"
327,"unknown risk","e_white","2022-01-01"
328,"high risk","a_red","2022-01-01"
402,"partial risk","c_purple","2022-01-01"
404,"unknown risk","e_white","2022-01-01"
405,"low risk","b_green","2022-01-01"
409,"high risk","a_red","2022-01-01"
411,"high risk","a_red","2022-01-01"
412,"low risk","b_green","2022-01-01"
413,"unknown","d_white","2022-01-01"
414,"unknown","d_white","2022-01-01"
415,"low risk","b_green","2022-01-01"
416,"low risk","b_green","2022-01-01"
418,"unknown","d_white","2022-01-01"
501,"unknown","d_white","2022-01-01"
503,"partial risk","c_purple","2022-01-01"
504,"partial risk","c_purple","2022-01-01"
505,"partial risk","c_purple","2022-01-01"
506,"low risk","b_green","2022-01-01"
508,"unknown","d_white","2022-01-01"
509,"low risk","b_green","2022-01-01"
510,"unknown","d_white","2022-01-01"
511,"unknown","d_white","2022-01-01"
512,"low risk","b_green","2022-01-01"
513,"partial risk","c_purple","2022-01-01"
514,"low risk","b_green","2022-01-01"
515,"low risk","b_green","2022-01-01"
601,"low risk","b_green","2022-01-01"
603,"low risk","b_green","2022-01-01"
604,"unknown","d_white","2022-01-01"
605,"low risk","b_green","2022-01-01"
612,"low risk","b_green","2022-01-01"
614,"low risk","b_green","2022-01-01"
617,"unknown","d_white","2022-01-01"
701,"unknown","d_white","2022-01-01"
710,"unknown","d_white","2022-01-01"
711,"partial risk","c_purple","2022-01-01"
713,"unknown","d_white","2022-01-01"
715,"low risk","b_green","2022-01-01"
716,"unknown","d_white","2022-01-01"
717,"unknown","d_white","2022-01-01"
718,"low risk","b_green","2022-01-01"
722,"unknown","d_white","2022-01-01"
726,"unknown","d_white","2022-01-01"
801,"low risk","b_green","2022-01-01"
802,"low risk","b_green","2022-01-01"
803,"low risk","b_green","2022-01-01"
804,"low risk","b_green","2022-01-01"
805,"low risk","b_green","2022-01-01"
806,"low risk","b_green","2022-01-01"
807,"low risk","b_green","2022-01-01"
808,"low risk","b_green","2022-01-01"
901,"low risk","b_green","2022-01-01"
902,"low risk","b_green","2022-01-01"
903,"partial risk","c_purple","2022-01-01"
904,"low risk","b_green","2022-01-01"
905,"unknown","d_white","2022-01-01"
906,"partial risk","c_purple","2022-01-01"
907,"unknown","d_white","2022-01-01"
102,"unknown risk","e_white","2022-01-02"
103,"unknown risk","e_white","2022-01-02"
107,"unknown","d_white","2022-01-02"
109,"unknown risk","e_white","2022-01-02"
112,"high risk","a_red","2022-01-02"
202,"low risk","b_green","2022-01-02"
203,"low risk","b_green","2022-01-02"
301,"high risk","a_red","2022-01-02"
302,"unknown risk","e_white","2022-01-02"
303,"high risk","a_red","2022-01-02"
304,"high risk","a_red","2022-01-02"
305,"high risk","a_red","2022-01-02"
307,"high risk","a_red","2022-01-02"
308,"high risk","a_red","2022-01-02"
309,"unknown risk","e_white","2022-01-02"
310,"high risk","a_red","2022-01-02"
311,"unknown risk","e_white","2022-01-02"
312,"unknown risk","e_white","2022-01-02"
313,"high risk","a_red","2022-01-02"
314,"unknown risk","e_white","2022-01-02"
316,"unknown risk","e_white","2022-01-02"
318,"unknown risk","e_white","2022-01-02"
319,"high risk","a_red","2022-01-02"
320,"high risk","a_red","2022-01-02"
321,"high risk","a_red","2022-01-02"
322,"high risk","a_red","2022-01-02"
323,"high risk","a_red","2022-01-02"
324,"high risk","a_red","2022-01-02"
325,"unknown risk","e_white","2022-01-02"
326,"high risk","a_red","2022-01-02"
327,"unknown risk","e_white","2022-01-02"
328,"high risk","a_red","2022-01-02"
402,"partial risk","c_purple","2022-01-02"
404,"unknown risk","e_white","2022-01-02"
405,"low risk","b_green","2022-01-02"
409,"high risk","a_red","2022-01-02"
411,"high risk","a_red","2022-01-02"
412,"low risk","b_green","2022-01-02"
413,"unknown","d_white","2022-01-02"
414,"unknown","d_white","2022-01-02"
415,"low risk","b_green","2022-01-02"
416,"low risk","b_green","2022-01-02"
418,"unknown","d_white","2022-01-02"
501,"unknown","d_white","2022-01-02"
503,"partial risk","c_purple","2022-01-02"
504,"partial risk","c_purple","2022-01-02"
505,"partial risk","c_purple","2022-01-02"
506,"low risk","b_green","2022-01-02"
508,"unknown","d_white","2022-01-02"
509,"low risk","b_green","2022-01-02"
510,"unknown","d_white","2022-01-02"
511,"unknown","d_white","2022-01-02"
512,"low risk","b_green","2022-01-02"
513,"partial risk","c_purple","2022-01-02"
514,"low risk","b_green","2022-01-02"
515,"low risk","b_green","2022-01-02"
601,"low risk","b_green","2022-01-02"
603,"low risk","b_green","2022-01-02"
604,"unknown","d_white","2022-01-02"
605,"low risk","b_green","2022-01-02"
612,"low risk","b_green","2022-01-02"
614,"low risk","b_green","2022-01-02"
617,"unknown","d_white","2022-01-02"
701,"unknown","d_white","2022-01-02"
710,"unknown","d_white","2022-01-02"
711,"partial risk","c_purple","2022-01-02"
713,"unknown","d_white","2022-01-02"
715,"low risk","b_green","2022-01-02"
716,"unknown","d_white","2022-01-02"
717,"unknown","d_white","2022-01-02"
718,"low risk","b_green","2022-01-02"
722,"unknown","d_white","2022-01-02"
726,"unknown","d_white","2022-01-02"
801,"low risk","b_green","2022-01-02"
802,"low risk","b_green","2022-01-02"
803,"low risk","b_green","2022-01-02"
804,"low risk","b_green","2022-01-02"
805,"low risk","b_green","2022-01-02"
806,"low risk","b_green","2022-01-02"
807,"low risk","b_green","2022-01-02"
808,"low risk","b_green","2022-01-02"
901,"low risk","b_green","2022-01-02"
902,"low risk","b_green","2022-01-02"
903,"partial risk","c_purple","2022-01-02"
904,"low risk","b_green","2022-01-02"
905,"unknown","d_white","2022-01-02"
906,"partial risk","c_purple","2022-01-02"
907,"unknown","d_white","2022-01-02"
102,"unknown risk","e_white","2022-01-03"
103,"unknown risk","e_white","2022-01-03"
107,"unknown","d_white","2022-01-03"
109,"unknown risk","e_white","2022-01-03"
112,"high risk","a_red","2022-01-03"
202,"low risk","b_green","2022-01-03"
203,"low risk","b_green","2022-01-03"
301,"high risk","a_red","2022-01-03"
302,"unknown risk","e_white","2022-01-03"
303,"high risk","a_red","2022-01-03"
304,"high risk","a_red","2022-01-03"
305,"high risk","a_red","2022-01-03"
307,"high risk","a_red","2022-01-03"
308,"high risk","a_red","2022-01-03"
309,"unknown risk","e_white","2022-01-03"
310,"high risk","a_red","2022-01-03"
311,"unknown risk","e_white","2022-01-03"
312,"unknown risk","e_white","2022-01-03"
313,"high risk","a_red","2022-01-03"
314,"unknown risk","e_white","2022-01-03"
316,"unknown risk","e_white","2022-01-03"
318,"unknown risk","e_white","2022-01-03"
319,"high risk","a_red","2022-01-03"
320,"high risk","a_red","2022-01-03"
321,"high risk","a_red","2022-01-03"
322,"high risk","a_red","2022-01-03"
323,"high risk","a_red","2022-01-03"
324,"high risk","a_red","2022-01-03"
325,"unknown risk","e_white","2022-01-03"
326,"high risk","a_red","2022-01-03"
327,"unknown risk","e_white","2022-01-03"
328,"high risk","a_red","2022-01-03"
402,"partial risk","c_purple","2022-01-03"
404,"unknown risk","e_white","2022-01-03"
405,"low risk","b_green","2022-01-03"
409,"high risk","a_red","2022-01-03"
411,"high risk","a_red","2022-01-03"
412,"low risk","b_green","2022-01-03"
413,"unknown","d_white","2022-01-03"
414,"unknown","d_white","2022-01-03"
415,"low risk","b_green","2022-01-03"
416,"low risk","b_green","2022-01-03"
418,"unknown","d_white","2022-01-03"
501,"unknown","d_white","2022-01-03"
503,"partial risk","c_purple","2022-01-03"
504,"partial risk","c_purple","2022-01-03"
505,"partial risk","c_purple","2022-01-03"
506,"low risk","b_green","2022-01-03"
508,"unknown","d_white","2022-01-03"
509,"low risk","b_green","2022-01-03"
510,"unknown","d_white","2022-01-03"
511,"unknown","d_white","2022-01-03"
512,"low risk","b_green","2022-01-03"
513,"partial risk","c_purple","2022-01-03"
514,"low risk","b_green","2022-01-03"
515,"low risk","b_green","2022-01-03"
601,"low risk","b_green","2022-01-03"
603,"low risk","b_green","2022-01-03"
604,"unknown","d_white","2022-01-03"
605,"low risk","b_green","2022-01-03"
612,"low risk","b_green","2022-01-03"
614,"low risk","b_green","2022-01-03"
617,"unknown","d_white","2022-01-03"
701,"unknown","d_white","2022-01-03"
710,"unknown","d_white","2022-01-03"
711,"partial risk","c_purple","2022-01-03"
713,"unknown","d_white","2022-01-03"
715,"low risk","b_green","2022-01-03"
716,"unknown","d_white","2022-01-03"
717,"unknown","d_white","2022-01-03"
718,"low risk","b_green","2022-01-03"
722,"unknown","d_white","2022-01-03"
726,"unknown","d_white","2022-01-03"
801,"low risk","b_green","2022-01-03"
802,"low risk","b_green","2022-01-03"
803,"low risk","b_green","2022-01-03"
804,"low risk","b_green","2022-01-03"
805,"low risk","b_green","2022-01-03"
806,"low risk","b_green","2022-01-03"
807,"low risk","b_green","2022-01-03"
808,"low risk","b_green","2022-01-03"
901,"low risk","b_green","2022-01-03"
902,"low risk","b_green","2022-01-03"
903,"partial risk","c_purple","2022-01-03"
904,"low risk","b_green","2022-01-03"
905,"unknown","d_white","2022-01-03"
906,"partial risk","c_purple","2022-01-03"
907,"unknown","d_white","2022-01-03"
102,"unknown risk","e_white","2022-01-04"
103,"unknown risk","e_white","2022-01-04"
107,"unknown","d_white","2022-01-04"
109,"unknown risk","e_white","2022-01-04"
112,"high risk","a_red","2022-01-04"
202,"low risk","b_green","2022-01-04"
203,"low risk","b_green","2022-01-04"
301,"high risk","a_red","2022-01-04"
302,"unknown risk","e_white","2022-01-04"
303,"high risk","a_red","2022-01-04"
304,"high risk","a_red","2022-01-04"
305,"high risk","a_red","2022-01-04"
307,"high risk","a_red","2022-01-04"
308,"high risk","a_red","2022-01-04"
309,"unknown risk","e_white","2022-01-04"
310,"high risk","a_red","2022-01-04"
311,"unknown risk","e_white","2022-01-04"
312,"unknown risk","e_white","2022-01-04"
313,"high risk","a_red","2022-01-04"
314,"unknown risk","e_white","2022-01-04"
316,"unknown risk","e_white","2022-01-04"
318,"unknown risk","e_white","2022-01-04"
319,"high risk","a_red","2022-01-04"
320,"high risk","a_red","2022-01-04"
321,"high risk","a_red","2022-01-04"
322,"high risk","a_red","2022-01-04"
323,"high risk","a_red","2022-01-04"
324,"high risk","a_red","2022-01-04"
325,"unknown risk","e_white","2022-01-04"
326,"high risk","a_red","2022-01-04"
327,"unknown risk","e_white","2022-01-04"
328,"high risk","a_red","2022-01-04"
402,"partial risk","c_purple","2022-01-04"
404,"unknown risk","e_white","2022-01-04"
405,"low risk","b_green","2022-01-04"
409,"high risk","a_red","2022-01-04"
411,"high risk","a_red","2022-01-04"
412,"low risk","b_green","2022-01-04"
413,"unknown","d_white","2022-01-04"
414,"unknown","d_white","2022-01-04"
415,"low risk","b_green","2022-01-04"
416,"low risk","b_green","2022-01-04"
418,"unknown","d_white","2022-01-04"
501,"unknown","d_white","2022-01-04"
503,"partial risk","c_purple","2022-01-04"
504,"partial risk","c_purple","2022-01-04"
505,"partial risk","c_purple","2022-01-04"
506,"low risk","b_green","2022-01-04"
508,"unknown","d_white","2022-01-04"
509,"low risk","b_green","2022-01-04"
510,"unknown","d_white","2022-01-04"
511,"unknown","d_white","2022-01-04"
512,"low risk","b_green","2022-01-04"
513,"partial risk","c_purple","2022-01-04"
514,"low risk","b_green","2022-01-04"
515,"low risk","b_green","2022-01-04"
601,"low risk","b_green","2022-01-04"
603,"low risk","b_green","2022-01-04"
604,"unknown","d_white","2022-01-04"
605,"low risk","b_green","2022-01-04"
612,"low risk","b_green","2022-01-04"
614,"low risk","b_green","2022-01-04"
617,"unknown","d_white","2022-01-04"
701,"unknown","d_white","2022-01-04"
710,"unknown","d_white","2022-01-04"
711,"partial risk","c_purple","2022-01-04"
713,"unknown","d_white","2022-01-04"
715,"low risk","b_green","2022-01-04"
716,"unknown","d_white","2022-01-04"
717,"unknown","d_white","2022-01-04"
718,"low risk","b_green","2022-01-04"
722,"unknown","d_white","2022-01-04"
726,"unknown","d_white","2022-01-04"
801,"low risk","b_green","2022-01-04"
802,"low risk","b_green","2022-01-04"
803,"low risk","b_green","2022-01-04"
804,"low risk","b_green","2022-01-04"
805,"low risk","b_green","2022-01-04"
806,"low risk","b_green","2022-01-04"
807,"low risk","b_green","2022-01-04"
808,"low risk","b_green","2022-01-04"
901,"low risk","b_green","2022-01-04"
902,"low risk","b_green","2022-01-04"
903,"partial risk","c_purple","2022-01-04"
904,"low risk","b_green","2022-01-04"
905,"unknown","d_white","2022-01-04"
906,"partial risk","c_purple","2022-01-04"
907,"unknown","d_white","2022-01-04"
102,"unknown risk","e_white","2022-01-05"
103,"unknown risk","e_white","2022-01-05"
107,"unknown","d_white","2022-01-05"
109,"unknown risk","e_white","2022-01-05"
112,"high risk","a_red","2022-01-05"
202,"low risk","b_green","2022-01-05"
203,"low risk","b_green","2022-01-05"
301,"high risk","a_red","2022-01-05"
302,"unknown risk","e_white","2022-01-05"
303,"high risk","a_red","2022-01-05"
304,"high risk","a_red","2022-01-05"
305,"high risk","a_red","2022-01-05"
307,"high risk","a_red","2022-01-05"
308,"high risk","a_red","2022-01-05"
309,"unknown risk","e_white","2022-01-05"
310,"high risk","a_red","2022-01-05"
311,"unknown risk","e_white","2022-01-05"
312,"unknown risk","e_white","2022-01-05"
313,"high risk","a_red","2022-01-05"
314,"unknown risk","e_white","2022-01-05"
316,"unknown risk","e_white","2022-01-05"
318,"unknown risk","e_white","2022-01-05"
319,"high risk","a_red","2022-01-05"
320,"high risk","a_red","2022-01-05"
321,"high risk","a_red","2022-01-05"
322,"high risk","a_red","2022-01-05"
323,"high risk","a_red","2022-01-05"
324,"high risk","a_red","2022-01-05"
325,"unknown risk","e_white","2022-01-05"
326,"high risk","a_red","2022-01-05"
327,"unknown risk","e_white","2022-01-05"
328,"high risk","a_red","2022-01-05"
402,"partial risk","c_purple","2022-01-05"
404,"unknown risk","e_white","2022-01-05"
405,"low risk","b_green","2022-01-05"
409,"high risk","a_red","2022-01-05"
411,"high risk","a_red","2022-01-05"
412,"low risk","b_green","2022-01-05"
413,"unknown","d_white","2022-01-05"
414,"unknown","d_white","2022-01-05"
415,"low risk","b_green","2022-01-05"
416,"low risk","b_green","2022-01-05"
418,"unknown","d_white","2022-01-05"
501,"unknown","d_white","2022-01-05"
503,"partial risk","c_purple","2022-01-05"
504,"partial risk","c_purple","2022-01-05"
505,"partial risk","c_purple","2022-01-05"
506,"low risk","b_green","2022-01-05"
508,"unknown","d_white","2022-01-05"
509,"low risk","b_green","2022-01-05"
510,"unknown","d_white","2022-01-05"
511,"unknown","d_white","2022-01-05"
512,"low risk","b_green","2022-01-05"
513,"partial risk","c_purple","2022-01-05"
514,"low risk","b_green","2022-01-05"
515,"low risk","b_green","2022-01-05"
601,"low risk","b_green","2022-01-05"
603,"low risk","b_green","2022-01-05"
604,"unknown","d_white","2022-01-05"
605,"low risk","b_green","2022-01-05"
612,"low risk","b_green","2022-01-05"
614,"low risk","b_green","2022-01-05"
617,"unknown","d_white","2022-01-05"
701,"unknown","d_white","2022-01-05"
710,"unknown","d_white","2022-01-05"
711,"partial risk","c_purple","2022-01-05"
713,"unknown","d_white","2022-01-05"
715,"low risk","b_green","2022-01-05"
716,"unknown","d_white","2022-01-05"
717,"unknown","d_white","2022-01-05"
718,"low risk","b_green","2022-01-05"
722,"unknown","d_white","2022-01-05"
726,"unknown","d_white","2022-01-05"
801,"low risk","b_green","2022-01-05"
802,"low risk","b_green","2022-01-05"
803,"low risk","b_green","2022-01-05"
804,"low risk","b_green","2022-01-05"
805,"low risk","b_green","2022-01-05"
806,"low risk","b_green","2022-01-05"
807,"low risk","b_green","2022-01-05"
808,"low risk","b_green","2022-01-05"
901,"low risk","b_green","2022-01-05"
902,"low risk","b_green","2022-01-05"
903,"partial risk","c_purple","2022-01-05"
904,"low risk","b_green","2022-01-05"
905,"unknown","d_white","2022-01-05"
906,"partial risk","c_purple","2022-01-05"
907,"unknown","d_white","2022-01-05"
102,"unknown risk","e_white","2022-01-06"
103,"unknown risk","e_white","2022-01-06"
107,"unknown","d_white","2022-01-06"
109,"unknown risk","e_white","2022-01-06"
112,"high risk","a_red","2022-01-06"
202,"low risk","b_green","2022-01-06"
203,"low risk","b_green","2022-01-06"
301,"high risk","a_red","2022-01-06"
302,"unknown risk","e_white","2022-01-06"
303,"high risk","a_red","2022-01-06"
304,"high risk","a_red","2022-01-06"
305,"high risk","a_red","2022-01-06"
307,"high risk","a_red","2022-01-06"
308,"high risk","a_red","2022-01-06"
309,"unknown risk","e_white","2022-01-06"
310,"high risk","a_red","2022-01-06"
311,"unknown risk","e_white","2022-01-06"
312,"unknown risk","e_white","2022-01-06"
313,"high risk","a_red","2022-01-06"
314,"unknown risk","e_white","2022-01-06"
316,"unknown risk","e_white","2022-01-06"
318,"unknown risk","e_white","2022-01-06"
319,"high risk","a_red","2022-01-06"
320,"high risk","a_red","2022-01-06"
321,"high risk","a_red","2022-01-06"
322,"high risk","a_red","2022-01-06"
323,"high risk","a_red","2022-01-06"
324,"high risk","a_red","2022-01-06"
325,"unknown risk","e_white","2022-01-06"
326,"high risk","a_red","2022-01-06"
327,"unknown risk","e_white","2022-01-06"
328,"high risk","a_red","2022-01-06"
402,"partial risk","c_purple","2022-01-06"
404,"unknown risk","e_white","2022-01-06"
405,"low risk","b_green","2022-01-06"
409,"high risk","a_red","2022-01-06"
411,"high risk","a_red","2022-01-06"
412,"low risk","b_green","2022-01-06"
413,"unknown","d_white","2022-01-06"
414,"unknown","d_white","2022-01-06"
415,"low risk","b_green","2022-01-06"
416,"low risk","b_green","2022-01-06"
418,"unknown","d_white","2022-01-06"
501,"unknown","d_white","2022-01-06"
503,"partial risk","c_purple","2022-01-06"
504,"partial risk","c_purple","2022-01-06"
505,"partial risk","c_purple","2022-01-06"
506,"low risk","b_green","2022-01-06"
508,"unknown","d_white","2022-01-06"
509,"low risk","b_green","2022-01-06"
510,"unknown","d_white","2022-01-06"
511,"unknown","d_white","2022-01-06"
512,"low risk","b_green","2022-01-06"
513,"partial risk","c_purple","2022-01-06"
514,"low risk","b_green","2022-01-06"
515,"low risk","b_green","2022-01-06"
601,"low risk","b_green","2022-01-06"
603,"low risk","b_green","2022-01-06"
604,"unknown","d_white","2022-01-06"
605,"low risk","b_green","2022-01-06"
612,"low risk","b_green","2022-01-06"
614,"low risk","b_green","2022-01-06"
617,"unknown","d_white","2022-01-06"
701,"unknown","d_white","2022-01-06"
710,"unknown","d_white","2022-01-06"
711,"partial risk","c_purple","2022-01-06"
713,"unknown","d_white","2022-01-06"
715,"low risk","b_green","2022-01-06"
716,"unknown","d_white","2022-01-06"
717,"unknown","d_white","2022-01-06"
718,"low risk","b_green","2022-01-06"
722,"unknown","d_white","2022-01-06"
726,"unknown","d_white","2022-01-06"
801,"low risk","b_green","2022-01-06"
802,"low risk","b_green","2022-01-06"
803,"low risk","b_green","2022-01-06"
804,"low risk","b_green","2022-01-06"
805,"low risk","b_green","2022-01-06"
806,"low risk","b_green","2022-01-06"
807,"low risk","b_green","2022-01-06"
808,"low risk","b_green","2022-01-06"
901,"low risk","b_green","2022-01-06"
902,"low risk","b_green","2022-01-06"
903,"partial risk","c_purple","2022-01-06"
904,"low risk","b_green","2022-01-06"
905,"unknown","d_white","2022-01-06"
906,"partial risk","c_purple","2022-01-06"
907,"unknown","d_white","2022-01-06"
102,"unknown risk","e_white","2022-01-07"
103,"unknown risk","e_white","2022-01-07"
107,"unknown","d_white","2022-01-07"
109,"unknown risk","e_white","2022-01-07"
112,"high risk","a_red","2022-01-07"
202,"low risk","b_green","2022-01-07"
203,"low risk","b_green","2022-01-07"
301,"high risk","a_red","2022-01-07"
302,"unknown risk","e_white","2022-01-07"
303,"high risk","a_red","2022-01-07"
304,"high risk","a_red","2022-01-07"
305,"high risk","a_red","2022-01-07"
307,"high risk","a_red","2022-01-07"
308,"high risk","a_red","2022-01-07"
309,"unknown risk","e_white","2022-01-07"
310,"high risk","a_red","2022-01-07"
311,"unknown risk","e_white","2022-01-07"
312,"unknown risk","e_white","2022-01-07"
313,"high risk","a_red","2022-01-07"
314,"unknown risk","e_white","2022-01-07"
316,"unknown risk","e_white","2022-01-07"
318,"unknown risk","e_white","2022-01-07"
319,"high risk","a_red","2022-01-07"
320,"high risk","a_red","2022-01-07"
321,"high risk","a_red","2022-01-07"
322,"high risk","a_red","2022-01-07"
323,"high risk","a_red","2022-01-07"
324,"high risk","a_red","2022-01-07"
325,"unknown risk","e_white","2022-01-07"
326,"high risk","a_red","2022-01-07"
327,"unknown risk","e_white","2022-01-07"
328,"high risk","a_red","2022-01-07"
402,"partial risk","c_purple","2022-01-07"
404,"unknown risk","e_white","2022-01-07"
405,"low risk","b_green","2022-01-07"
409,"high risk","a_red","2022-01-07"
411,"high risk","a_red","2022-01-07"
412,"low risk","b_green","2022-01-07"
413,"unknown","d_white","2022-01-07"
414,"unknown","d_white","2022-01-07"
415,"low risk","b_green","2022-01-07"
416,"low risk","b_green","2022-01-07"
418,"unknown","d_white","2022-01-07"
501,"unknown","d_white","2022-01-07"
503,"partial risk","c_purple","2022-01-07"
504,"partial risk","c_purple","2022-01-07"
505,"partial risk","c_purple","2022-01-07"
506,"low risk","b_green","2022-01-07"
508,"unknown","d_white","2022-01-07"
509,"low risk","b_green","2022-01-07"
510,"unknown","d_white","2022-01-07"
511,"unknown","d_white","2022-01-07"
512,"low risk","b_green","2022-01-07"
513,"partial risk","c_purple","2022-01-07"
514,"low risk","b_green","2022-01-07"
515,"low risk","b_green","2022-01-07"
601,"low risk","b_green","2022-01-07"
603,"low risk","b_green","2022-01-07"
604,"unknown","d_white","2022-01-07"
605,"low risk","b_green","2022-01-07"
612,"low risk","b_green","2022-01-07"
614,"low risk","b_green","2022-01-07"
617,"unknown","d_white","2022-01-07"
701,"unknown","d_white","2022-01-07"
710,"unknown","d_white","2022-01-07"
711,"partial risk","c_purple","2022-01-07"
713,"unknown","d_white","2022-01-07"
714,"low risk","b_green","2022-01-07"
715,"low risk","b_green","2022-01-07"
716,"unknown","d_white","2022-01-07"
717,"unknown","d_white","2022-01-07"
718,"low risk","b_green","2022-01-07"
722,"unknown","d_white","2022-01-07"
726,"unknown","d_white","2022-01-07"
801,"low risk","b_green","2022-01-07"
802,"low risk","b_green","2022-01-07"
803,"low risk","b_green","2022-01-07"
804,"low risk","b_green","2022-01-07"
805,"low risk","b_green","2022-01-07"
806,"low risk","b_green","2022-01-07"
807,"low risk","b_green","2022-01-07"
808,"low risk","b_green","2022-01-07"
901,"low risk","b_green","2022-01-07"
902,"low risk","b_green","2022-01-07"
903,"partial risk","c_purple","2022-01-07"
904,"low risk","b_green","2022-01-07"
905,"unknown","d_white","2022-01-07"
906,"partial risk","c_purple","2022-01-07"
907,"unknown","d_white","2022-01-07"
102,"unknown risk","e_white","2022-01-08"
103,"unknown risk","e_white","2022-01-08"
107,"unknown","d_white","2022-01-08"
109,"unknown risk","e_white","2022-01-08"
112,"high risk","a_red","2022-01-08"
202,"low risk","b_green","2022-01-08"
203,"low risk","b_green","2022-01-08"
301,"high risk","a_red","2022-01-08"
302,"unknown risk","e_white","2022-01-08"
303,"high risk","a_red","2022-01-08"
304,"high risk","a_red","2022-01-08"
305,"high risk","a_red","2022-01-08"
307,"high risk","a_red","2022-01-08"
308,"high risk","a_red","2022-01-08"
309,"unknown risk","e_white","2022-01-08"
310,"high risk","a_red","2022-01-08"
311,"unknown risk","e_white","2022-01-08"
312,"unknown risk","e_white","2022-01-08"
313,"high risk","a_red","2022-01-08"
314,"unknown risk","e_white","2022-01-08"
316,"unknown risk","e_white","2022-01-08"
318,"unknown risk","e_white","2022-01-08"
319,"high risk","a_red","2022-01-08"
320,"high risk","a_red","2022-01-08"
321,"high risk","a_red","2022-01-08"
322,"high risk","a_red","2022-01-08"
323,"high risk","a_red","2022-01-08"
324,"high risk","a_red","2022-01-08"
325,"unknown risk","e_white","2022-01-08"
326,"high risk","a_red","2022-01-08"
327,"unknown risk","e_white","2022-01-08"
328,"high risk","a_red","2022-01-08"
402,"partial risk","c_purple","2022-01-08"
404,"unknown risk","e_white","2022-01-08"
405,"low risk","b_green","2022-01-08"
409,"high risk","a_red","2022-01-08"
411,"high risk","a_red","2022-01-08"
412,"low risk","b_green","2022-01-08"
413,"unknown","d_white","2022-01-08"
414,"unknown","d_white","2022-01-08"
415,"low risk","b_green","2022-01-08"
416,"low risk","b_green","2022-01-08"
418,"unknown","d_white","2022-01-08"
501,"unknown","d_white","2022-01-08"
503,"partial risk","c_purple","2022-01-08"
504,"partial risk","c_purple","2022-01-08"
505,"partial risk","c_purple","2022-01-08"
506,"low risk","b_green","2022-01-08"
508,"unknown","d_white","2022-01-08"
509,"low risk","b_green","2022-01-08"
510,"unknown","d_white","2022-01-08"
511,"unknown","d_white","2022-01-08"
512,"low risk","b_green","2022-01-08"
513,"partial risk","c_purple","2022-01-08"
514,"low risk","b_green","2022-01-08"
515,"low risk","b_green","2022-01-08"
601,"low risk","b_green","2022-01-08"
603,"low risk","b_green","2022-01-08"
604,"unknown","d_white","2022-01-08"
605,"low risk","b_green","2022-01-08"
612,"low risk","b_green","2022-01-08"
614,"low risk","b_green","2022-01-08"
617,"unknown","d_white","2022-01-08"
701,"unknown","d_white","2022-01-08"
710,"unknown","d_white","2022-01-08"
711,"partial risk","c_purple","2022-01-08"
713,"unknown","d_white","2022-01-08"
714,"low risk","b_green","2022-01-08"
715,"low risk","b_green","2022-01-08"
716,"unknown","d_white","2022-01-08"
717,"unknown","d_white","2022-01-08"
718,"low risk","b_green","2022-01-08"
722,"unknown","d_white","2022-01-08"
726,"unknown","d_white","2022-01-08"
801,"low risk","b_green","2022-01-08"
802,"low risk","b_green","2022-01-08"
803,"low risk","b_green","2022-01-08"
804,"low risk","b_green","2022-01-08"
805,"low risk","b_green","2022-01-08"
806,"low risk","b_green","2022-01-08"
807,"low risk","b_green","2022-01-08"
808,"low risk","b_green","2022-01-08"
901,"low risk","b_green","2022-01-08"
902,"low risk","b_green","2022-01-08"
903,"partial risk","c_purple","2022-01-08"
904,"low risk","b_green","2022-01-08"
905,"unknown","d_white","2022-01-08"
906,"partial risk","c_purple","2022-01-08"
907,"unknown","d_white","2022-01-08"
102,"unknown risk","e_white","2022-01-09"
103,"unknown risk","e_white","2022-01-09"
107,"unknown","d_white","2022-01-09"
109,"unknown risk","e_white","2022-01-09"
112,"high risk","a_red","2022-01-09"
202,"low risk","b_green","2022-01-09"
203,"low risk","b_green","2022-01-09"
301,"high risk","a_red","2022-01-09"
302,"unknown risk","e_white","2022-01-09"
303,"high risk","a_red","2022-01-09"
304,"high risk","a_red","2022-01-09"
