"svcode","asdclass","col","dd"
420,"unknown","d_white","2022-11-21"
421,"low risk","b_green","2022-11-21"
501,"low risk","b_green","2022-11-21"
503,"low risk","b_green","2022-11-21"
504,"low risk","b_green","2022-11-21"
505,"low risk","b_green","2022-11-21"
506,"low risk","b_green","2022-11-21"
508,"unknown","d_white","2022-11-21"
509,"low risk","b_green","2022-11-21"
510,"unknown","d_white","2022-11-21"
511,"low risk","b_green","2022-11-21"
512,"unknown","d_white","2022-11-21"
513,"low risk","b_green","2022-11-21"
514,"low risk","b_green","2022-11-21"
515,"partial risk","c_purple","2022-11-21"
601,"low risk","b_green","2022-11-21"
603,"low risk","b_green","2022-11-21"
605,"low risk","b_green","2022-11-21"
614,"unknown","d_white","2022-11-21"
701,"unknown","d_white","2022-11-21"
710,"low risk","b_green","2022-11-21"
711,"high risk","a_red","2022-11-21"
714,"low risk","b_green","2022-11-21"
716,"low risk","b_green","2022-11-21"
717,"low risk","b_green","2022-11-21"
718,"low risk","b_green","2022-11-21"
722,"low risk","b_green","2022-11-21"
801,"low risk","b_green","2022-11-21"
802,"low risk","b_green","2022-11-21"
803,"low risk","b_green","2022-11-21"
804,"low risk","b_green","2022-11-21"
805,"low risk","b_green","2022-11-21"
806,"low risk","b_green","2022-11-21"
807,"low risk","b_green","2022-11-21"
808,"low risk","b_green","2022-11-21"
901,"low risk","b_green","2022-11-21"
902,"low risk","b_green","2022-11-21"
903,"low risk","b_green","2022-11-21"
904,"low risk","b_green","2022-11-21"
905,"low risk","b_green","2022-11-21"
906,"low risk","b_green","2022-11-21"
101,"unknown risk","e_white","2022-11-22"
102,"unknown risk","e_white","2022-11-22"
103,"unknown risk","e_white","2022-11-22"
104,"unknown risk","e_white","2022-11-22"
105,"unknown risk","e_white","2022-11-22"
106,"unknown risk","e_white","2022-11-22"
107,"unknown risk","e_white","2022-11-22"
108,"unknown risk","e_white","2022-11-22"
109,"unknown risk","e_white","2022-11-22"
110,"unknown risk","e_white","2022-11-22"
111,"unknown risk","e_white","2022-11-22"
112,"unknown risk","e_white","2022-11-22"
201,"high risk","a_red","2022-11-22"
202,"low risk","b_green","2022-11-22"
203,"unknown","d_white","2022-11-22"
301,"unknown risk","e_white","2022-11-22"
302,"unknown risk","e_white","2022-11-22"
303,"unknown risk","e_white","2022-11-22"
304,"unknown risk","e_white","2022-11-22"
305,"unknown risk","e_white","2022-11-22"
307,"unknown risk","e_white","2022-11-22"
308,"unknown risk","e_white","2022-11-22"
309,"unknown risk","e_white","2022-11-22"
310,"unknown risk","e_white","2022-11-22"
311,"unknown risk","e_white","2022-11-22"
312,"unknown risk","e_white","2022-11-22"
313,"unknown risk","e_white","2022-11-22"
314,"unknown risk","e_white","2022-11-22"
316,"unknown risk","e_white","2022-11-22"
318,"unknown risk","e_white","2022-11-22"
319,"unknown risk","e_white","2022-11-22"
320,"unknown risk","e_white","2022-11-22"
321,"unknown risk","e_white","2022-11-22"
322,"unknown risk","e_white","2022-11-22"
323,"unknown risk","e_white","2022-11-22"
324,"unknown risk","e_white","2022-11-22"
325,"unknown risk","e_white","2022-11-22"
326,"unknown risk","e_white","2022-11-22"
327,"unknown risk","e_white","2022-11-22"
328,"unknown risk","e_white","2022-11-22"
401,"unknown risk","e_white","2022-11-22"
402,"partial risk","c_purple","2022-11-22"
403,"unknown","d_white","2022-11-22"
404,"unknown risk","e_white","2022-11-22"
405,"unknown","d_white","2022-11-22"
406,"unknown","d_white","2022-11-22"
407,"unknown","d_white","2022-11-22"
408,"unknown","d_white","2022-11-22"
409,"unknown","d_white","2022-11-22"
410,"unknown","d_white","2022-11-22"
411,"unknown","d_white","2022-11-22"
412,"low risk","b_green","2022-11-22"
413,"unknown","d_white","2022-11-22"
414,"unknown","d_white","2022-11-22"
415,"low risk","b_green","2022-11-22"
416,"low risk","b_green","2022-11-22"
417,"unknown","d_white","2022-11-22"
418,"unknown","d_white","2022-11-22"
420,"unknown","d_white","2022-11-22"
421,"low risk","b_green","2022-11-22"
501,"low risk","b_green","2022-11-22"
503,"low risk","b_green","2022-11-22"
504,"low risk","b_green","2022-11-22"
505,"low risk","b_green","2022-11-22"
506,"low risk","b_green","2022-11-22"
508,"unknown","d_white","2022-11-22"
509,"low risk","b_green","2022-11-22"
510,"unknown","d_white","2022-11-22"
511,"low risk","b_green","2022-11-22"
512,"unknown","d_white","2022-11-22"
513,"low risk","b_green","2022-11-22"
514,"low risk","b_green","2022-11-22"
515,"partial risk","c_purple","2022-11-22"
601,"low risk","b_green","2022-11-22"
603,"low risk","b_green","2022-11-22"
605,"low risk","b_green","2022-11-22"
614,"unknown","d_white","2022-11-22"
701,"unknown","d_white","2022-11-22"
710,"low risk","b_green","2022-11-22"
711,"high risk","a_red","2022-11-22"
714,"low risk","b_green","2022-11-22"
716,"low risk","b_green","2022-11-22"
717,"low risk","b_green","2022-11-22"
718,"low risk","b_green","2022-11-22"
722,"low risk","b_green","2022-11-22"
801,"low risk","b_green","2022-11-22"
802,"low risk","b_green","2022-11-22"
803,"low risk","b_green","2022-11-22"
804,"low risk","b_green","2022-11-22"
805,"low risk","b_green","2022-11-22"
806,"low risk","b_green","2022-11-22"
807,"low risk","b_green","2022-11-22"
808,"low risk","b_green","2022-11-22"
901,"low risk","b_green","2022-11-22"
902,"low risk","b_green","2022-11-22"
903,"low risk","b_green","2022-11-22"
904,"low risk","b_green","2022-11-22"
905,"low risk","b_green","2022-11-22"
906,"low risk","b_green","2022-11-22"
101,"unknown risk","e_white","2022-11-23"
102,"unknown risk","e_white","2022-11-23"
103,"unknown risk","e_white","2022-11-23"
104,"unknown risk","e_white","2022-11-23"
105,"unknown risk","e_white","2022-11-23"
106,"unknown risk","e_white","2022-11-23"
107,"unknown risk","e_white","2022-11-23"
108,"unknown risk","e_white","2022-11-23"
109,"unknown risk","e_white","2022-11-23"
110,"unknown risk","e_white","2022-11-23"
111,"unknown risk","e_white","2022-11-23"
112,"unknown risk","e_white","2022-11-23"
201,"high risk","a_red","2022-11-23"
202,"low risk","b_green","2022-11-23"
203,"unknown","d_white","2022-11-23"
301,"unknown risk","e_white","2022-11-23"
302,"unknown risk","e_white","2022-11-23"
303,"unknown risk","e_white","2022-11-23"
304,"unknown risk","e_white","2022-11-23"
305,"unknown risk","e_white","2022-11-23"
307,"unknown risk","e_white","2022-11-23"
308,"unknown risk","e_white","2022-11-23"
309,"unknown risk","e_white","2022-11-23"
310,"unknown risk","e_white","2022-11-23"
311,"unknown risk","e_white","2022-11-23"
312,"unknown risk","e_white","2022-11-23"
313,"unknown risk","e_white","2022-11-23"
314,"unknown risk","e_white","2022-11-23"
316,"unknown risk","e_white","2022-11-23"
318,"unknown risk","e_white","2022-11-23"
319,"unknown risk","e_white","2022-11-23"
320,"unknown risk","e_white","2022-11-23"
321,"unknown risk","e_white","2022-11-23"
322,"unknown risk","e_white","2022-11-23"
323,"unknown risk","e_white","2022-11-23"
324,"unknown risk","e_white","2022-11-23"
325,"unknown risk","e_white","2022-11-23"
326,"unknown risk","e_white","2022-11-23"
327,"unknown risk","e_white","2022-11-23"
328,"unknown risk","e_white","2022-11-23"
401,"unknown risk","e_white","2022-11-23"
402,"partial risk","c_purple","2022-11-23"
403,"unknown","d_white","2022-11-23"
404,"unknown risk","e_white","2022-11-23"
405,"unknown","d_white","2022-11-23"
406,"unknown","d_white","2022-11-23"
407,"unknown","d_white","2022-11-23"
408,"unknown","d_white","2022-11-23"
409,"unknown","d_white","2022-11-23"
410,"unknown","d_white","2022-11-23"
411,"unknown","d_white","2022-11-23"
412,"low risk","b_green","2022-11-23"
413,"unknown","d_white","2022-11-23"
414,"unknown","d_white","2022-11-23"
415,"low risk","b_green","2022-11-23"
416,"low risk","b_green","2022-11-23"
417,"unknown","d_white","2022-11-23"
418,"unknown","d_white","2022-11-23"
420,"unknown","d_white","2022-11-23"
421,"low risk","b_green","2022-11-23"
501,"low risk","b_green","2022-11-23"
503,"low risk","b_green","2022-11-23"
504,"low risk","b_green","2022-11-23"
505,"low risk","b_green","2022-11-23"
506,"low risk","b_green","2022-11-23"
508,"unknown","d_white","2022-11-23"
509,"low risk","b_green","2022-11-23"
510,"unknown","d_white","2022-11-23"
511,"low risk","b_green","2022-11-23"
512,"unknown","d_white","2022-11-23"
513,"low risk","b_green","2022-11-23"
514,"low risk","b_green","2022-11-23"
515,"partial risk","c_purple","2022-11-23"
601,"low risk","b_green","2022-11-23"
603,"low risk","b_green","2022-11-23"
605,"low risk","b_green","2022-11-23"
614,"unknown","d_white","2022-11-23"
701,"unknown","d_white","2022-11-23"
710,"low risk","b_green","2022-11-23"
711,"high risk","a_red","2022-11-23"
714,"low risk","b_green","2022-11-23"
716,"low risk","b_green","2022-11-23"
717,"low risk","b_green","2022-11-23"
718,"low risk","b_green","2022-11-23"
722,"low risk","b_green","2022-11-23"
801,"low risk","b_green","2022-11-23"
802,"low risk","b_green","2022-11-23"
803,"low risk","b_green","2022-11-23"
804,"low risk","b_green","2022-11-23"
805,"low risk","b_green","2022-11-23"
806,"low risk","b_green","2022-11-23"
807,"low risk","b_green","2022-11-23"
808,"low risk","b_green","2022-11-23"
901,"low risk","b_green","2022-11-23"
902,"low risk","b_green","2022-11-23"
903,"low risk","b_green","2022-11-23"
904,"low risk","b_green","2022-11-23"
905,"low risk","b_green","2022-11-23"
906,"low risk","b_green","2022-11-23"
101,"unknown risk","e_white","2022-11-24"
102,"unknown risk","e_white","2022-11-24"
103,"unknown risk","e_white","2022-11-24"
104,"unknown risk","e_white","2022-11-24"
105,"unknown risk","e_white","2022-11-24"
106,"unknown risk","e_white","2022-11-24"
107,"unknown risk","e_white","2022-11-24"
108,"unknown risk","e_white","2022-11-24"
109,"unknown risk","e_white","2022-11-24"
110,"unknown risk","e_white","2022-11-24"
111,"unknown risk","e_white","2022-11-24"
112,"unknown risk","e_white","2022-11-24"
201,"high risk","a_red","2022-11-24"
202,"low risk","b_green","2022-11-24"
203,"unknown","d_white","2022-11-24"
301,"unknown risk","e_white","2022-11-24"
302,"unknown risk","e_white","2022-11-24"
303,"unknown risk","e_white","2022-11-24"
304,"unknown risk","e_white","2022-11-24"
305,"unknown risk","e_white","2022-11-24"
307,"unknown risk","e_white","2022-11-24"
308,"unknown risk","e_white","2022-11-24"
309,"unknown risk","e_white","2022-11-24"
310,"unknown risk","e_white","2022-11-24"
311,"unknown risk","e_white","2022-11-24"
312,"unknown risk","e_white","2022-11-24"
313,"unknown risk","e_white","2022-11-24"
314,"unknown risk","e_white","2022-11-24"
316,"unknown risk","e_white","2022-11-24"
318,"unknown risk","e_white","2022-11-24"
319,"unknown risk","e_white","2022-11-24"
320,"unknown risk","e_white","2022-11-24"
321,"unknown risk","e_white","2022-11-24"
322,"unknown risk","e_white","2022-11-24"
323,"unknown risk","e_white","2022-11-24"
324,"unknown risk","e_white","2022-11-24"
325,"unknown risk","e_white","2022-11-24"
326,"unknown risk","e_white","2022-11-24"
327,"unknown risk","e_white","2022-11-24"
328,"unknown risk","e_white","2022-11-24"
401,"unknown risk","e_white","2022-11-24"
402,"partial risk","c_purple","2022-11-24"
403,"unknown","d_white","2022-11-24"
404,"unknown risk","e_white","2022-11-24"
405,"unknown","d_white","2022-11-24"
406,"unknown","d_white","2022-11-24"
407,"unknown","d_white","2022-11-24"
408,"unknown","d_white","2022-11-24"
409,"unknown","d_white","2022-11-24"
410,"unknown","d_white","2022-11-24"
411,"unknown","d_white","2022-11-24"
412,"low risk","b_green","2022-11-24"
413,"unknown","d_white","2022-11-24"
414,"unknown","d_white","2022-11-24"
415,"low risk","b_green","2022-11-24"
416,"low risk","b_green","2022-11-24"
417,"unknown","d_white","2022-11-24"
418,"unknown","d_white","2022-11-24"
420,"unknown","d_white","2022-11-24"
421,"low risk","b_green","2022-11-24"
501,"low risk","b_green","2022-11-24"
503,"low risk","b_green","2022-11-24"
504,"low risk","b_green","2022-11-24"
505,"low risk","b_green","2022-11-24"
506,"low risk","b_green","2022-11-24"
508,"unknown","d_white","2022-11-24"
509,"low risk","b_green","2022-11-24"
510,"unknown","d_white","2022-11-24"
511,"low risk","b_green","2022-11-24"
512,"unknown","d_white","2022-11-24"
513,"low risk","b_green","2022-11-24"
514,"low risk","b_green","2022-11-24"
515,"partial risk","c_purple","2022-11-24"
601,"partial risk","c_purple","2022-11-24"
603,"low risk","b_green","2022-11-24"
605,"low risk","b_green","2022-11-24"
614,"unknown","d_white","2022-11-24"
701,"unknown","d_white","2022-11-24"
710,"low risk","b_green","2022-11-24"
711,"high risk","a_red","2022-11-24"
714,"low risk","b_green","2022-11-24"
716,"low risk","b_green","2022-11-24"
717,"low risk","b_green","2022-11-24"
718,"low risk","b_green","2022-11-24"
722,"low risk","b_green","2022-11-24"
801,"low risk","b_green","2022-11-24"
802,"low risk","b_green","2022-11-24"
803,"low risk","b_green","2022-11-24"
804,"low risk","b_green","2022-11-24"
805,"low risk","b_green","2022-11-24"
806,"low risk","b_green","2022-11-24"
807,"low risk","b_green","2022-11-24"
808,"low risk","b_green","2022-11-24"
901,"low risk","b_green","2022-11-24"
902,"low risk","b_green","2022-11-24"
903,"low risk","b_green","2022-11-24"
904,"low risk","b_green","2022-11-24"
905,"low risk","b_green","2022-11-24"
906,"low risk","b_green","2022-11-24"
101,"unknown risk","e_white","2022-11-25"
102,"unknown risk","e_white","2022-11-25"
103,"unknown risk","e_white","2022-11-25"
104,"unknown risk","e_white","2022-11-25"
105,"unknown risk","e_white","2022-11-25"
106,"unknown risk","e_white","2022-11-25"
107,"unknown risk","e_white","2022-11-25"
108,"unknown risk","e_white","2022-11-25"
109,"unknown risk","e_white","2022-11-25"
110,"unknown risk","e_white","2022-11-25"
111,"unknown risk","e_white","2022-11-25"
112,"unknown risk","e_white","2022-11-25"
201,"high risk","a_red","2022-11-25"
202,"low risk","b_green","2022-11-25"
203,"unknown","d_white","2022-11-25"
301,"unknown risk","e_white","2022-11-25"
302,"unknown risk","e_white","2022-11-25"
303,"unknown risk","e_white","2022-11-25"
304,"unknown risk","e_white","2022-11-25"
305,"unknown risk","e_white","2022-11-25"
307,"unknown risk","e_white","2022-11-25"
308,"unknown risk","e_white","2022-11-25"
309,"unknown risk","e_white","2022-11-25"
310,"unknown risk","e_white","2022-11-25"
311,"unknown risk","e_white","2022-11-25"
312,"unknown risk","e_white","2022-11-25"
313,"unknown risk","e_white","2022-11-25"
314,"unknown risk","e_white","2022-11-25"
316,"unknown risk","e_white","2022-11-25"
318,"unknown risk","e_white","2022-11-25"
319,"unknown risk","e_white","2022-11-25"
320,"unknown risk","e_white","2022-11-25"
321,"unknown risk","e_white","2022-11-25"
322,"unknown risk","e_white","2022-11-25"
323,"unknown risk","e_white","2022-11-25"
324,"unknown risk","e_white","2022-11-25"
325,"unknown risk","e_white","2022-11-25"
326,"unknown risk","e_white","2022-11-25"
327,"unknown risk","e_white","2022-11-25"
328,"unknown risk","e_white","2022-11-25"
401,"unknown risk","e_white","2022-11-25"
402,"partial risk","c_purple","2022-11-25"
403,"unknown","d_white","2022-11-25"
404,"unknown risk","e_white","2022-11-25"
405,"unknown","d_white","2022-11-25"
406,"unknown","d_white","2022-11-25"
407,"unknown","d_white","2022-11-25"
408,"unknown","d_white","2022-11-25"
409,"unknown","d_white","2022-11-25"
410,"unknown","d_white","2022-11-25"
411,"unknown","d_white","2022-11-25"
412,"low risk","b_green","2022-11-25"
413,"unknown","d_white","2022-11-25"
414,"unknown","d_white","2022-11-25"
415,"low risk","b_green","2022-11-25"
416,"low risk","b_green","2022-11-25"
417,"unknown","d_white","2022-11-25"
418,"unknown","d_white","2022-11-25"
420,"unknown","d_white","2022-11-25"
421,"low risk","b_green","2022-11-25"
501,"low risk","b_green","2022-11-25"
503,"low risk","b_green","2022-11-25"
504,"low risk","b_green","2022-11-25"
505,"low risk","b_green","2022-11-25"
506,"low risk","b_green","2022-11-25"
508,"unknown","d_white","2022-11-25"
509,"low risk","b_green","2022-11-25"
510,"unknown","d_white","2022-11-25"
511,"low risk","b_green","2022-11-25"
512,"unknown","d_white","2022-11-25"
513,"low risk","b_green","2022-11-25"
514,"low risk","b_green","2022-11-25"
515,"partial risk","c_purple","2022-11-25"
601,"partial risk","c_purple","2022-11-25"
603,"low risk","b_green","2022-11-25"
605,"low risk","b_green","2022-11-25"
614,"unknown","d_white","2022-11-25"
701,"unknown","d_white","2022-11-25"
709,"low risk","b_green","2022-11-25"
710,"low risk","b_green","2022-11-25"
711,"high risk","a_red","2022-11-25"
714,"low risk","b_green","2022-11-25"
716,"low risk","b_green","2022-11-25"
717,"low risk","b_green","2022-11-25"
718,"low risk","b_green","2022-11-25"
722,"low risk","b_green","2022-11-25"
801,"low risk","b_green","2022-11-25"
802,"low risk","b_green","2022-11-25"
803,"low risk","b_green","2022-11-25"
804,"low risk","b_green","2022-11-25"
805,"low risk","b_green","2022-11-25"
806,"low risk","b_green","2022-11-25"
807,"low risk","b_green","2022-11-25"
808,"low risk","b_green","2022-11-25"
901,"low risk","b_green","2022-11-25"
902,"low risk","b_green","2022-11-25"
903,"low risk","b_green","2022-11-25"
904,"low risk","b_green","2022-11-25"
905,"low risk","b_green","2022-11-25"
906,"low risk","b_green","2022-11-25"
101,"unknown risk","e_white","2022-11-26"
102,"unknown risk","e_white","2022-11-26"
103,"unknown risk","e_white","2022-11-26"
104,"unknown risk","e_white","2022-11-26"
105,"unknown risk","e_white","2022-11-26"
106,"unknown risk","e_white","2022-11-26"
107,"unknown risk","e_white","2022-11-26"
108,"unknown risk","e_white","2022-11-26"
109,"unknown risk","e_white","2022-11-26"
110,"unknown risk","e_white","2022-11-26"
111,"unknown risk","e_white","2022-11-26"
112,"unknown risk","e_white","2022-11-26"
201,"high risk","a_red","2022-11-26"
202,"low risk","b_green","2022-11-26"
203,"unknown","d_white","2022-11-26"
301,"unknown risk","e_white","2022-11-26"
302,"unknown risk","e_white","2022-11-26"
303,"unknown risk","e_white","2022-11-26"
304,"unknown risk","e_white","2022-11-26"
305,"unknown risk","e_white","2022-11-26"
307,"unknown risk","e_white","2022-11-26"
308,"unknown risk","e_white","2022-11-26"
309,"unknown risk","e_white","2022-11-26"
310,"unknown risk","e_white","2022-11-26"
311,"unknown risk","e_white","2022-11-26"
312,"unknown risk","e_white","2022-11-26"
313,"unknown risk","e_white","2022-11-26"
314,"unknown risk","e_white","2022-11-26"
316,"unknown risk","e_white","2022-11-26"
318,"unknown risk","e_white","2022-11-26"
319,"unknown risk","e_white","2022-11-26"
320,"unknown risk","e_white","2022-11-26"
321,"unknown risk","e_white","2022-11-26"
322,"unknown risk","e_white","2022-11-26"
323,"unknown risk","e_white","2022-11-26"
324,"unknown risk","e_white","2022-11-26"
325,"unknown risk","e_white","2022-11-26"
326,"unknown risk","e_white","2022-11-26"
327,"unknown risk","e_white","2022-11-26"
328,"unknown risk","e_white","2022-11-26"
401,"unknown risk","e_white","2022-11-26"
402,"partial risk","c_purple","2022-11-26"
403,"unknown","d_white","2022-11-26"
404,"unknown risk","e_white","2022-11-26"
405,"unknown","d_white","2022-11-26"
406,"unknown","d_white","2022-11-26"
407,"unknown","d_white","2022-11-26"
408,"unknown","d_white","2022-11-26"
409,"unknown","d_white","2022-11-26"
410,"unknown","d_white","2022-11-26"
411,"unknown","d_white","2022-11-26"
412,"low risk","b_green","2022-11-26"
413,"unknown","d_white","2022-11-26"
414,"unknown","d_white","2022-11-26"
415,"low risk","b_green","2022-11-26"
416,"low risk","b_green","2022-11-26"
417,"unknown","d_white","2022-11-26"
418,"unknown","d_white","2022-11-26"
420,"unknown","d_white","2022-11-26"
421,"low risk","b_green","2022-11-26"
501,"low risk","b_green","2022-11-26"
503,"low risk","b_green","2022-11-26"
504,"low risk","b_green","2022-11-26"
505,"low risk","b_green","2022-11-26"
506,"low risk","b_green","2022-11-26"
508,"unknown","d_white","2022-11-26"
509,"low risk","b_green","2022-11-26"
510,"unknown","d_white","2022-11-26"
511,"low risk","b_green","2022-11-26"
512,"unknown","d_white","2022-11-26"
513,"low risk","b_green","2022-11-26"
514,"low risk","b_green","2022-11-26"
515,"partial risk","c_purple","2022-11-26"
601,"partial risk","c_purple","2022-11-26"
603,"low risk","b_green","2022-11-26"
605,"low risk","b_green","2022-11-26"
614,"unknown","d_white","2022-11-26"
701,"unknown","d_white","2022-11-26"
709,"low risk","b_green","2022-11-26"
710,"low risk","b_green","2022-11-26"
711,"high risk","a_red","2022-11-26"
714,"low risk","b_green","2022-11-26"
716,"low risk","b_green","2022-11-26"
717,"low risk","b_green","2022-11-26"
718,"low risk","b_green","2022-11-26"
722,"low risk","b_green","2022-11-26"
801,"low risk","b_green","2022-11-26"
802,"low risk","b_green","2022-11-26"
803,"low risk","b_green","2022-11-26"
804,"low risk","b_green","2022-11-26"
805,"low risk","b_green","2022-11-26"
806,"low risk","b_green","2022-11-26"
807,"low risk","b_green","2022-11-26"
808,"low risk","b_green","2022-11-26"
901,"low risk","b_green","2022-11-26"
902,"low risk","b_green","2022-11-26"
903,"low risk","b_green","2022-11-26"
904,"low risk","b_green","2022-11-26"
905,"low risk","b_green","2022-11-26"
906,"low risk","b_green","2022-11-26"
101,"unknown risk","e_white","2022-11-27"
102,"unknown risk","e_white","2022-11-27"
103,"unknown risk","e_white","2022-11-27"
104,"unknown risk","e_white","2022-11-27"
105,"unknown risk","e_white","2022-11-27"
106,"unknown risk","e_white","2022-11-27"
107,"unknown risk","e_white","2022-11-27"
108,"unknown risk","e_white","2022-11-27"
109,"unknown risk","e_white","2022-11-27"
110,"unknown risk","e_white","2022-11-27"
111,"unknown risk","e_white","2022-11-27"
112,"unknown risk","e_white","2022-11-27"
201,"high risk","a_red","2022-11-27"
202,"low risk","b_green","2022-11-27"
203,"unknown","d_white","2022-11-27"
301,"unknown risk","e_white","2022-11-27"
302,"unknown risk","e_white","2022-11-27"
303,"unknown risk","e_white","2022-11-27"
304,"unknown risk","e_white","2022-11-27"
305,"unknown risk","e_white","2022-11-27"
307,"unknown risk","e_white","2022-11-27"
308,"unknown risk","e_white","2022-11-27"
309,"unknown risk","e_white","2022-11-27"
310,"unknown risk","e_white","2022-11-27"
311,"unknown risk","e_white","2022-11-27"
312,"unknown risk","e_white","2022-11-27"
313,"unknown risk","e_white","2022-11-27"
314,"unknown risk","e_white","2022-11-27"
316,"unknown risk","e_white","2022-11-27"
318,"unknown risk","e_white","2022-11-27"
319,"unknown risk","e_white","2022-11-27"
320,"unknown risk","e_white","2022-11-27"
321,"unknown risk","e_white","2022-11-27"
322,"unknown risk","e_white","2022-11-27"
323,"unknown risk","e_white","2022-11-27"
324,"unknown risk","e_white","2022-11-27"
325,"unknown risk","e_white","2022-11-27"
326,"unknown risk","e_white","2022-11-27"
327,"unknown risk","e_white","2022-11-27"
328,"unknown risk","e_white","2022-11-27"
401,"unknown risk","e_white","2022-11-27"
402,"partial risk","c_purple","2022-11-27"
403,"unknown","d_white","2022-11-27"
404,"unknown risk","e_white","2022-11-27"
405,"unknown","d_white","2022-11-27"
406,"unknown","d_white","2022-11-27"
407,"unknown","d_white","2022-11-27"
408,"unknown","d_white","2022-11-27"
409,"unknown","d_white","2022-11-27"
410,"unknown","d_white","2022-11-27"
411,"unknown","d_white","2022-11-27"
412,"low risk","b_green","2022-11-27"
413,"unknown","d_white","2022-11-27"
414,"unknown","d_white","2022-11-27"
415,"low risk","b_green","2022-11-27"
416,"low risk","b_green","2022-11-27"
417,"unknown","d_white","2022-11-27"
418,"unknown","d_white","2022-11-27"
420,"unknown","d_white","2022-11-27"
421,"low risk","b_green","2022-11-27"
501,"low risk","b_green","2022-11-27"
503,"low risk","b_green","2022-11-27"
504,"low risk","b_green","2022-11-27"
505,"low risk","b_green","2022-11-27"
506,"low risk","b_green","2022-11-27"
508,"unknown","d_white","2022-11-27"
509,"low risk","b_green","2022-11-27"
510,"unknown","d_white","2022-11-27"
511,"low risk","b_green","2022-11-27"
512,"unknown","d_white","2022-11-27"
513,"low risk","b_green","2022-11-27"
514,"low risk","b_green","2022-11-27"
515,"partial risk","c_purple","2022-11-27"
601,"partial risk","c_purple","2022-11-27"
603,"low risk","b_green","2022-11-27"
605,"low risk","b_green","2022-11-27"
614,"unknown","d_white","2022-11-27"
701,"unknown","d_white","2022-11-27"
709,"low risk","b_green","2022-11-27"
710,"low risk","b_green","2022-11-27"
711,"high risk","a_red","2022-11-27"
714,"low risk","b_green","2022-11-27"
716,"low risk","b_green","2022-11-27"
717,"low risk","b_green","2022-11-27"
718,"low risk","b_green","2022-11-27"
722,"low risk","b_green","2022-11-27"
801,"low risk","b_green","2022-11-27"
802,"low risk","b_green","2022-11-27"
803,"low risk","b_green","2022-11-27"
804,"low risk","b_green","2022-11-27"
805,"low risk","b_green","2022-11-27"
806,"low risk","b_green","2022-11-27"
807,"low risk","b_green","2022-11-27"
808,"low risk","b_green","2022-11-27"
901,"low risk","b_green","2022-11-27"
902,"low risk","b_green","2022-11-27"
903,"low risk","b_green","2022-11-27"
904,"low risk","b_green","2022-11-27"
905,"low risk","b_green","2022-11-27"
906,"low risk","b_green","2022-11-27"
101,"unknown risk","e_white","2022-11-28"
102,"unknown risk","e_white","2022-11-28"
103,"unknown risk","e_white","2022-11-28"
104,"unknown risk","e_white","2022-11-28"
105,"unknown risk","e_white","2022-11-28"
106,"unknown risk","e_white","2022-11-28"
107,"unknown risk","e_white","2022-11-28"
108,"unknown risk","e_white","2022-11-28"
109,"unknown risk","e_white","2022-11-28"
110,"unknown risk","e_white","2022-11-28"
111,"unknown risk","e_white","2022-11-28"
112,"unknown risk","e_white","2022-11-28"
201,"high risk","a_red","2022-11-28"
202,"low risk","b_green","2022-11-28"
203,"unknown","d_white","2022-11-28"
301,"unknown risk","e_white","2022-11-28"
302,"unknown risk","e_white","2022-11-28"
303,"unknown risk","e_white","2022-11-28"
304,"unknown risk","e_white","2022-11-28"
305,"unknown risk","e_white","2022-11-28"
307,"unknown risk","e_white","2022-11-28"
308,"unknown risk","e_white","2022-11-28"
309,"unknown risk","e_white","2022-11-28"
310,"unknown risk","e_white","2022-11-28"
311,"unknown risk","e_white","2022-11-28"
312,"unknown risk","e_white","2022-11-28"
313,"unknown risk","e_white","2022-11-28"
314,"unknown risk","e_white","2022-11-28"
316,"unknown risk","e_white","2022-11-28"
318,"unknown risk","e_white","2022-11-28"
319,"unknown risk","e_white","2022-11-28"
320,"unknown risk","e_white","2022-11-28"
321,"unknown risk","e_white","2022-11-28"
322,"unknown risk","e_white","2022-11-28"
323,"unknown risk","e_white","2022-11-28"
324,"unknown risk","e_white","2022-11-28"
325,"unknown risk","e_white","2022-11-28"
326,"unknown risk","e_white","2022-11-28"
327,"unknown risk","e_white","2022-11-28"
328,"unknown risk","e_white","2022-11-28"
401,"unknown risk","e_white","2022-11-28"
402,"partial risk","c_purple","2022-11-28"
403,"unknown","d_white","2022-11-28"
404,"unknown risk","e_white","2022-11-28"
405,"unknown","d_white","2022-11-28"
406,"unknown","d_white","2022-11-28"
407,"unknown","d_white","2022-11-28"
408,"unknown","d_white","2022-11-28"
409,"unknown","d_white","2022-11-28"
410,"unknown","d_white","2022-11-28"
411,"unknown","d_white","2022-11-28"
412,"low risk","b_green","2022-11-28"
413,"unknown","d_white","2022-11-28"
414,"unknown","d_white","2022-11-28"
415,"low risk","b_green","2022-11-28"
416,"low risk","b_green","2022-11-28"
417,"unknown","d_white","2022-11-28"
418,"unknown","d_white","2022-11-28"
420,"unknown","d_white","2022-11-28"
421,"low risk","b_green","2022-11-28"
501,"low risk","b_green","2022-11-28"
503,"low risk","b_green","2022-11-28"
504,"low risk","b_green","2022-11-28"
505,"low risk","b_green","2022-11-28"
506,"low risk","b_green","2022-11-28"
508,"unknown","d_white","2022-11-28"
509,"low risk","b_green","2022-11-28"
